live_id,tour_id,title,day_label,date,start_time,venue_id,brand_id,event_type,performance_type,has_stream,has_lv,has_archive,setlist_status,official_url,verified,notes
20190310_sc_1st_d2m,t_sc_1st,THE IDOLM@STER SHINY COLORS 1stLIVE FLY TO THE SHINY SKY,2日目昼公演,2019-03-10,,v_maihama_amphitheater,sc,solo,cast,false,false,true,confirmed,,false,
20190310_sc_1st_d2e,t_sc_1st,THE IDOLM@STER SHINY COLORS 1stLIVE FLY TO THE SHINY SKY,2日目夜公演,2019-03-10,,v_maihama_amphitheater,sc,solo,cast,false,false,true,confirmed,,false,
20190818_sc_summer2019_day,t_sc_summer2019,アソビストア presents THE IDOLM@STER SHINY COLORS SUMMER PARTY 2019,昼公演,2019-08-18,,v_pacifico,sc,event,cast,false,false,false,confirmed,,false,
20190818_sc_summer2019_eve,t_sc_summer2019,アソビストア presents THE IDOLM@STER SHINY COLORS SUMMER PARTY 2019,夜公演,2019-08-18,,v_pacifico,sc,event,cast,false,false,false,confirmed,,false,
20210320_sc_2nd_d1,t_sc_2nd,THE IDOLM@STER SHINY COLORS 2ndLIVE STEP INTO THE SUNSET SKY,DAY1,2021-03-20,,v_makuhari_hall13,sc,solo,cast,false,false,true,confirmed,,false,
20210321_sc_2nd_d2,t_sc_2nd,THE IDOLM@STER SHINY COLORS 2ndLIVE STEP INTO THE SUNSET SKY,DAY2,2021-03-21,,v_makuhari_hall13,sc,solo,cast,false,false,true,confirmed,,false,
20210403_sc_3rd_nagoya_d1,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,NAGOYA DAY1,2021-04-03,,v_nippon_gaishi,sc,solo,cast,false,false,true,confirmed,,false,
20210404_sc_3rd_nagoya_d2,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,NAGOYA DAY2,2021-04-04,,v_nippon_gaishi,sc,solo,cast,false,false,true,confirmed,,false,
20210424_sc_3rd_tokyo_d1,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,TOKYO DAY1,2021-04-24,,v_tokyo_garden,sc,solo,cast,false,false,true,confirmed,,false,
20210425_sc_3rd_tokyo_d2,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,TOKYO DAY2,2021-04-25,,v_online,sc,solo,cast,true,false,true,confirmed,,false,配信専用公演
20210529_sc_3rd_fukuoka_d1,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,FUKUOKA DAY1,2021-05-29,,v_nishi_japan_hall,sc,solo,cast,false,false,true,confirmed,,false,
20210530_sc_3rd_fukuoka_d2,t_sc_3rd,THE IDOLM@STER SHINY COLORS 3rdLIVE TOUR PIECE ON PLANET,FUKUOKA DAY2,2021-05-30,,v_nishi_japan_hall,sc,solo,cast,false,false,true,confirmed,,false,
20211023_sc_283fes2021_d1,t_sc_283fes2021,THE IDOLM@STER SHINY COLORS 283フェス 2021 Happy Buffet!,DAY1,2021-10-23,,v_online,sc,event,cast,true,false,false,confirmed,,false,イベント（ミュージックSTAGEのセトリ）
20211024_sc_283fes2021_d2,t_sc_283fes2021,THE IDOLM@STER SHINY COLORS 283フェス 2021 Happy Buffet!,DAY2,2021-10-24,,v_online,sc,event,cast,true,false,false,confirmed,,false,イベント（ミュージックSTAGEのセトリ）
20211218_sc_xmas2021_d1,t_sc_xmas2021,THE IDOLM@STER SHINY COLORS Xmas Party -Silent night-,DAY1,2021-12-18,,v_kokugikan,sc,solo,cast,false,false,false,confirmed,,false,
20211219_sc_xmas2021_d2,t_sc_xmas2021,THE IDOLM@STER SHINY COLORS Xmas Party -Silent night-,DAY2,2021-12-19,,v_kokugikan,sc,solo,cast,false,false,false,confirmed,,false,
20220514_bne_fes2nd_d1,t_bne_fes2nd,バンダイナムコエンターテインメントフェスティバル 2nd,DAY1,2022-05-14,,v_zozo,crossover,festival,cast,false,false,false,confirmed,,false,
20220515_bne_fes2nd_d2,t_bne_fes2nd,バンダイナムコエンターテインメントフェスティバル 2nd,DAY2,2022-05-15,,v_zozo,crossover,festival,cast,false,false,false,confirmed,,false,
20220813_sc_setsuna_d1,t_sc_setsuna,283PRODUCTION UNIT LIVE SETSUNA BEAT,DAY1,2022-08-13,,v_tokyo_garden,sc,solo,cast,false,false,false,confirmed,,false,
20220814_sc_setsuna_d2,t_sc_setsuna,283PRODUCTION UNIT LIVE SETSUNA BEAT,DAY2,2022-08-14,,v_tokyo_garden,sc,solo,cast,false,false,false,confirmed,,false,
20221022_sc_mugen_d1,t_sc_mugen,283PRODUCTION UNIT LIVE MUGEN BEAT,DAY1,2022-10-22,,v_musashino,sc,solo,cast,false,false,false,confirmed,,false,
20221023_sc_mugen_d2,t_sc_mugen,283PRODUCTION UNIT LIVE MUGEN BEAT,DAY2,2022-10-23,,v_musashino,sc,solo,cast,false,false,false,confirmed,,false,
20230318_sc_5th_d1,t_sc_5th,THE IDOLM@STER SHINY COLORS 5thLIVE If I_wings.,DAY1,2023-03-18,,v_yoyogi_1,sc,solo,cast,false,false,true,confirmed,,false,
20230319_sc_5th_d2,t_sc_5th,THE IDOLM@STER SHINY COLORS 5thLIVE If I_wings.,DAY2,2023-03-19,,v_yoyogi_1,sc,solo,cast,false,false,true,confirmed,,false,
