song_id,title,title_kana,brand_id,unit_id,original_members,song_type,tags,release_date,source,verified,notes
s_liberasingalong,リベレイシング／アロン -LiberaSing Along-,,ml,,,unit,,2023-04-19,ミリシタイベント,false,(MTV)アイドルスペースウォーズ
s_ml_0cgelom,電波感傷,,ml,,,unit,,2023-05-19,ミリシタイベント,false,(UNIT天体)オフィウクス
s_ml_08p4tk4,わたしは花、あなたは太陽,,ml,,,unit,,2023-05-26,Brand New Song 6,false,(UNIT)FleurS
s_bride,夢みがちBride,,ml,,,unit,,2023-06-16,ミリシタイベント,false,(MTV)ウェディング
s_ml_1gkgvgv,グッドサイン,,ml,,,unit,,2023-06-30,ミリシタイベント,false,(ミリシタ6周年記念曲)
s_ml_1qz55jh,カンパリーナ♡,,ml,,,unit,,2023-07-19,ミリシタイベント,false,(MTV)ナイトプールパーティー
s_ratatat,Rat A Tat!!!,,ml,,,unit,anime,2023-08-18,1幕先行上映会,false,(TVアニメミリオンライブOP)
s_danceinthelight,Dance in the Light,,ml,,,unit,,2023-09-01,ミリシタイベント,false,(MTV)ダンス
s_starimpression,Star Impression,,ml,,,unit,,2023-09-08,ミリアニ2幕先行上映,false,(UNIT)Team1st
s_ml_1xjnmud,海風とカスタネット,,ml,,,unit,,2023-09-08,ミリアニ2幕先行上映,false,(UNIT)Team2nd
s_catchmyfeeling,catch my feeling,,ml,,,unit,,2023-09-08,ミリアニ2幕先行上映,false,(UNIT)Team4th
s_unknownbox,Unknown Boxの開き方,,ml,,,unit,,2023-09-29,ミリアニ3幕先行上映,false,(UNIT)Team6th
s_giftsign,Gift Sign,,ml,,ml_shizuka,solo,,2023-09-29,ミリアニ3幕先行上映,false,(ソロ)最上静香
s_ml_1xvw5r1,トワラー,,ml,,,unit,,2023-09-29,ミリアニ3幕先行上映,false,(UNIT)Team7th
s_ml_0s9ya0n,バトンタッチ,,ml,,,unit,,2023-09-29,ミリアニ3幕先行上映,false,(UNIT)Team5th
s_ml_0rnn08e,オレンジノキオク,,ml,,,unit,,2023-09-29,ミリアニ3幕先行上映,false,(UNIT)Team3rd
s_refrainreltion,REFRAIN REL@TION,,ml,,,unit,,2023-09-29,ミリアニ3幕先行上映,false,(UNIT)Team8th
s_ml_1fox74c,解夏傀儡,,ml,,,unit,,2023-10-18,ミリシタイベント,false,(MCast01)現代伝奇ホラー
s_ml_0w25y9h,エンダーエンダー,,ml,,,unit,,2023-11-17,ミリシタイベント,false,(MCast02)生き残りゲーム
s_ml_1rawruz,はぴ！やば！まいまいんど！,,ml,,,unit,,2023-12-16,ミリシタイベント,false,(MTV)ギャル
s_ml_17idmw2,ミステイク・マーダー！,,ml,,,unit,,2024-01-19,ミリシタイベント,false,(MCast03)逆ミステリー！
s_ml_0z3m9fb,銀のテーブル木苺ジャム,,ml,,,unit,,2024-02-17,ミリシタイベント,false,(MCast04)悪役？令嬢
s_sunriser,SunRiser,,ml,,,unit,,2024-03-18,ミリシタイベント,false,(UNIT天体)ソル
s_ml_1vtdaon,アイドルステアウェイ,,ml,,ml_momoko;ml_umi;ml_matsuri;ml_fuka,unit,,2024-04-18,ミリシタイベント,false,"(MOS_SRT)桃子,海美,まつり,風花"
s_upperdog,Upper Dog,,ml,,ml_serika;ml_tomoka;ml_akane;ml_konomi,unit,,2024-05-17,ミリシタイベント,false,"(MOS_SRT)星梨花,朋花,茜,このみ"
s_illuminate,ilLUmiNAte!,,ml,,,unit,,2024-06-16,ミリシタイベント,false,(UNIT天体)ルナ
s_7daysaweek,7Days A Week!!,,ml,,,unit,,2024-06-30,ミリシタイベント,false,(ミリシタ7周年記念曲)
s_hypernova,Hypernova,,ml,,ml_subaru;ml_sayoko;ml_karen;ml_chizuru;ml_arisa,unit,,2024-07-19,ミリシタイベント,false,"(MOS_SRT)昴,紗代子,可憐,千鶴,亜利沙"
s_believeclover,Believe Clover,,ml,,,unit,,2024-07-26,Blooming Clover16巻,false,(UNIT)Clover
s_ml_0kmi9w1,推しってほんと,,ml,,ml_megumi;ml_elena;ml_minako;ml_kotoha;ml_kana,unit,,2024-08-18,ミリシタイベント,false,"(MOS_SRT)恵美,エレナ,美奈子,琴葉,可奈"
s_ml_0dff76u,未完成のポラリス,,ml,,ml_miya;ml_anna;ml_ayumu;cg_nao,unit,,2024-09-18,ミリシタイベント,false,"(MOS_SRT)美也,杏奈,歩,奈緒"
s_skysurvive,Sky Survive,,ml,,ml_tsumugi;ml_noriko;ml_tsubasa;ml_hinata,unit,,2024-10-18,ミリシタイベント,false,"(MOS_SRT)紬,のり子,翼,ひなた"
s_pomegranate,Pomegranate,,ml,,,unit,,2024-10-31,ミリシタイベント,false,(MTV)魔法学園
s_colorsoncanvas,COLORS ON CANVAS!,,ml,,ml_roco,solo,,2024-11-10,配信,false,(ソロ)ロコ
s_ml_17d1v5p,君と同じ物語,,ml,,ml_yuriko,solo,,2024-11-11,配信,false,(ソロ)七尾百合子
s_stellarlight,Stellar Light,,ml,,,unit,,2024-11-17,ミリシタイベント,false,(UNIT天体)ステラ
s_allalone,All Alone,,ml,,ml_emily;ml_reika;ml_mirai;ml_shiho,unit,,2024-12-17,ミリシタイベント,false,"(MOS_SRT)エミリー,麗花,未来,志保"
s_ml_0fcr9gd,唸れ！ミリオンアーマー！,,ml,,ml_kaori;ml_karen,unit,,2024-12-25,ミリシタに実装,false,"(IMA)歌織,可憐"
s_lullabyforarmors,Lullaby for Armors,,ml,,765as_miki;ml_shiho;ml_emily;ml_sayoko;ml_iku,unit,,2025-01-02,ミリシタイベント,false,"(IMA)美希,志保,エミリー,紗代子,育"
s_ml_1g367eh,涙を知ること,,ml,,ml_kaori;ml_tamaki;ml_julia;ml_iku,unit,,2025-01-18,ミリシタイベント,false,"(MOS_SRT)歌織,環,ジュリア,育"
s_ml_0ay990i,I.V.,,ml,,ml_mizuki;ml_yuriko;ml_shizuka;ml_rio;ml_roco,unit,,2025-02-17,ミリシタイベント,false,"(MOS_SRT)瑞希,百合子,静香,莉緒,ロコ"
s_bestest,Bestest!!,,ml,,ml_konomi;765as_haruka;ml_kotoha;ml_iku;ml_arisa,unit,,2025-03-18,ミリシタイベント,false,"(MOS)このみ,春香,琴葉,育,亜利沙"
s_ml_07dz0ff,頂上決戦ヴィクトリー!!!!!!,,ml,,ml_shizuka;765as_makoto;ml_emily;ml_tamaki;ml_reika;ml_tomoka,unit,,2025-04-18,ミリシタイベント,false,"(BOT)静香,真,エミリー,環,麗花,朋花"
s_clashofcolors,Clash of Colors,,ml,,cg_nao;ml_mizuki;ml_subaru;765as_yukiho,unit,,2025-05-18,ミリシタイベント,false,"(BOT)奈緒,瑞希,昴,雪歩"
s_luvliminalimage,Luvliminal image,,ml,,ml_rio;ml_miya;ml_julia;765as_miki,unit,,2025-06-16,ミリシタイベント,false,"(BOT)莉緒,美也,ジュリア,美希"
s_ml_1j567kk,蝶々むすび,,ml,,,unit,,2025-06-30,ミリシタイベント,false,(ミリシタ8周年記念曲)
s_huganiceday,Hug a nice day!,,ml,,ml_umi;ml_tsumugi;ml_fuka;ml_subaru;ml_akane;ml_kana,unit,,2025-07-19,ミリシタイベント,false,"(BOT)海美,紬,風花,昴,茜,可奈"
s_shimmer,SHIMMER,,ml,,ml_anna;ml_yuriko;ml_mirai;765as_ami,unit,,2025-08-18,ミリシタイベント,false,"(BOT)杏奈,百合子,未来,亜美"
s_ml_1mzkxj7,鉄の羽のエクソダス,,ml,,ml_serika;ml_minako;ml_tamaki;ml_momoko;ml_megumi;765as_yukiho,unit,,2025-09-18,ミリシタイベント,false,"(BOT)星梨花,美奈子,環,桃子,恵美,雪歩"
s_irodori,Irodori,,ml,,ml_reika,solo,,2025-10-11,12thライブDAY1,false,(ソロ)北上麗花
s_enjoyfeel,Enjoy＆Feel,,ml,,ml_kaori,solo,,2025-10-12,12thライブDAY2,false,(ソロ)桜守歌織
s_ml_1nssrei,不思議発見ラボ！,,ml,,ml_hinata;ml_kana;ml_tsumugi,unit,,2025-10-18,ミリシタイベント,false,"(BOT)ひなた,可奈,紬"
s_textingyou,Texting you,,ml,,ml_sayoko;ml_akane;ml_megumi,unit,,2025-11-17,ミリシタイベント,false,"(BOT)紗代子,茜,恵美"
s_faithtofaith,FAITH/TO/FAITH,,ml,,,unit,,2025-12-16,ミリシタイベント,false,(アイドルヒーローズクロニクル)
s_ml_1v2sc7h,セイクリッド・ブーケ,,ml,,ml_subaru;765as_chihaya;ml_karen,unit,,2026-01-02,ミリシタイベント,false,"(聖ミリ)昴,千早,可憐"
s_especiallyangel,Especially Angel♡,,ml,,ml_fuka;765as_mami;ml_reika;ml_elena;ml_konomi;765as_azusa,unit,,2026-01-18,ミリシタイベント,false,"(BOT)風花,真美,麗花,エレナ,このみ,あずさ"
s_fairydays,Fairy Daysは絶え間ない,,ml,,ml_roco;765as_takane;765as_chihaya;ml_chizuru;ml_shizuka,unit,,2026-02-16,ミリシタイベント,false,"(BOT)ロコ,貴音,千早,千鶴,静香"
s_ml_18ngurw,飛べない僕は泳いだ,,ml,,ml_miya;ml_tomoka;ml_matsuri,unit,,2026-02-26,OVA特別先行視聴,false,"(OVA)美也,朋花,まつり"
s_primaprincess,Prima Princess!!,,ml,,ml_arisa;ml_emily;ml_umi;ml_minako;ml_kotoha,unit,,2026-03-18,ミリシタイベント,false,"(BOT)亜利沙,エミリー,海美,美奈子,琴葉"
s_sticktomyweapon,Stick to my weapon,,ml,,ml_julia;765as_yayoi;765as_haruka;ml_konomi;ml_noriko;ml_ayumu,unit,,2026-04-18,ミリシタイベント,false,"(BOT)ジュリア,やよい,春香,このみ,のり子,歩"
s_sparkers,SPARKERS,,ml,,ml_sayoko,solo,,2026-05-05,13thライブDAY1,false,(ソロ)高山紗代子
s_ml_0jjbrj7,ムーンライト・プロムナード,,ml,,ml_chizuru,solo,,2026-05-06,13thライブDAY2,false,(ソロ)二階堂千鶴
s_100,100てん☆ナンバーワン！,,ml,,ml_iku;765as_iori;ml_tamaki;765as_hibiki;ml_momoko;765as_yayoi,unit,,2026-05-19,ミリシタイベント,false,"(BOT)育,伊織,環,響,桃子,やよい"
s_invisiblelight,INVISIBLE LIGHT,,ml,,ml_tsubasa;ml_noriko;765as_ritsuko;765as_haruka;ml_shiho;ml_serika,unit,,2026-06-16,ミリシタイベント,false,"(BOT)翼,のり子,律子,春香,志保,星梨花"
s_ml_1jlzr39,ドレスコード：最上級,,ml,,,unit,,2026-06-30,ミリシタイベント,false,(ミリシタ9周年記念曲)
s_blacklips,BLACK LIPS,,ml,,ml_tomoka;ml_karen;765as_makoto;ml_kaori;ml_matsuri;ml_ayumu,unit,,2026-07-19,ミリシタイベント,false,"(BOT)朋花,可憐,真,歌織,まつり,歩"
s_glowtogether,Glow Together,,ml,,ml_chizuru;ml_mirai;ml_shiho;ml_hinata;ml_kaori;ml_kana,unit,,2026-08-18,ミリシタイベント,false,"(BOT)千鶴,未来,志保,ひなた,歌織,可奈"
s_spreadthewings,Spread the Wings!!,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2018-04-24,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_destination,ヒカリのdestination,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2018-04-24,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_sc_18k6ewn,バベルシティ・グレイス,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2018-04-24,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_01rgf9l,アルストロメリア,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2018-04-24,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_afterschool,夢咲きAfter school,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2018-04-24,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_multicoloredsky,Multicolored Sky,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2018-05-14,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_sc_02wsfyj,虹になれ,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2018-06-11,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_silhouette,幻惑SILHOUETTE,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2018-07-03,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_0bgtrvj,太陽キッス,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2018-08-06,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_00x23nm,ハピリリ,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2018-09-03,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_letsgetachance,Let's get a chance,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2018-11-23,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_snowflakesmemories,SNOW FLAKES MEMORIES,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2018-12-14,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_ambitiouseve,Ambitious Eve,,sc,,,all,,2019-03-10,1stライブ1日目,false,(全体曲・1周年記念楽曲)
s_shinydays,いつか Shiny Days,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2019-03-29,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_wanderingdreamchaser,Wandering Dream Chaser,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2019-04-09,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_wecangonow,We can go now!,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2019-04-12,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_sc_1fq19o8,トライアングル,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2019-05-08,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_neotheoryfantasy,NEO THEORY FANTASY,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2019-05-13,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_0mrq9uu,ラビリンス・レジスタンス,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2019-06-07,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_1glj4w1,ビーチブレイバー,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2019-06-10,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_0emg9ar,よりみちサンセット,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2019-06-25,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_bloomy,Bloomy!,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2019-07-19,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_loveaddiction,Love Addiction,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2019-08-02,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_transcendingtheworld,Transcending The World,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2019-08-26,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_futuritysmile,FUTURITY SMILE,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2019-12-09,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_sweetstep,SWEET♡STEP,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2020-01-13,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_sc_0evm8oa,シャイノグラフィ,,sc,,,all,,2020-03-22,シャイニーカラーズ実装,false,(全体曲・2周年記念楽曲)
s_everyday,絶対正義 EVERY DAY,,sc,,sc_kaho,solo,,2020-04-01,エイプリルフール企画曲,false,(ソロ)小宮果穂
s_sc_1fih444,デビ太郎のうた,,sc,,sc_tenka,solo,,2020-04-01,エイプリルフール企画曲,false,(ソロ)大崎甜花
s_dyethesky,Dye the sky.,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2020-04-03,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_sc_17t1nwd,いつだって僕らは,,sc,,sc_toru;sc_madoka;sc_koito;sc_hinana,unit,,2020-04-12,シャイニーカラーズ実装,false,(UNIT)ノクチル
s_twinkleway,Twinkle way,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2020-04-15,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_hideattack,Hide & Attack,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2020-07-21,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_destinedrival,Destined Rival,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2020-07-31,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_sc_1ucp6k1,あの花のように,,sc,,sc_toru;sc_madoka;sc_koito;sc_hinana,unit,,2020-08-21,シャイニーカラーズ実装,false,(UNIT)ノクチル
s_happyfunnylucky,Happy Funny Lucky,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2020-09-23,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_blackreverie,Black Reverie,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2020-10-12,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_16bid93,純白トロイメライ,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2020-10-21,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_0uqnxq6,五ツ座流星群,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2020-10-31,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_0pprcje,学祭革命夜明け前,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2020-11-10,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_07c143g,ダブル・イフェクト,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2020-11-20,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_anniversary,Anniversary,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2020-11-25,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_sc_0t2365z,ありったけの輝きで,,sc,,sc_mano,solo,,2020-12-18,シャイニーカラーズ実装,false,(ソロ)櫻木真乃
s_sc_0w14yhf,チョコデート・サンデー,,sc,,sc_chiyoko,solo,,2020-12-22,シャイニーカラーズ実装,false,(ソロ)園田智代子
s_sweetmemories,Sweet Memories,,sc,,sc_amana,solo,,2020-12-25,シャイニーカラーズ実装,false,(ソロ)大崎甘奈
s_sc_1ak9pxk,アポイント・シグナル,,sc,,sc_kogane,solo,,2020-12-28,シャイニーカラーズ実装,false,(ソロ)月岡恋鐘
s_sc_0xk393y,ハナマルバッジ,,sc,,sc_kaho,solo,,2020-12-28,シャイニーカラーズ実装,false,(ソロ)小宮果穂
s_sc_06nxycd,夢見鳥,,sc,,sc_madoka,solo,,2021-01-01,シャイニーカラーズ実装,false,(ソロ)樋口円香
s_sc_1kbsvie,星をめざして,,sc,,sc_asahi,solo,,2021-01-04,シャイニーカラーズ実装,false,(ソロ)芹沢あさひ
s_planisphere,プラニスフィア 〜planisphere〜,,sc,,,unit,,2021-01-08,シャイニーカラーズ実装,false,(UNIT)Team.Stella
s_sc_0brba2m,誰ソ彼アイデンティティー,,sc,,sc_mamimi,solo,,2021-01-12,シャイニーカラーズ実装,false,(ソロ)田中摩美々
s_sc_0k10uor,また明日,,sc,,sc_tenka,solo,,2021-01-12,シャイニーカラーズ実装,false,(ソロ)大崎甜花
s_sc_1sd510a,プラスチック・アンブレラ,,sc,,sc_yuika,solo,,2021-01-16,シャイニーカラーズ実装,false,(ソロ)三峰結華
s_sc_0yzfysq,わたしの主人公はわたしだから！,,sc,,sc_koito,solo,,2021-01-19,シャイニーカラーズ実装,false,(ソロ)福丸小糸
s_sc_1mxqgka,常咲の庭,,sc,,sc_rinze,solo,,2021-01-23,シャイニーカラーズ実装,false,(ソロ)杜野凛世
s_sc_1vf48z5,雪・月・風・花,,sc,,sc_kiriko,solo,,2021-01-27,シャイニーカラーズ実装,false,(ソロ)幽谷霧子
s_goingmyway,Going my way,,sc,,sc_mei,solo,,2021-01-31,シャイニーカラーズ実装,false,(ソロ)和泉愛依
s_sc_0v867em,スローモーション,,sc,,sc_hiori,solo,,2021-01-31,シャイニーカラーズ実装,false,(ソロ)風野灯織
s_sc_0ps1z5v,リフレクトサイン,,sc,,,unit,,2021-02-04,シャイニーカラーズ実装,false,(UNIT)Team.Luna
s_harebare,HAREBARE!!,,sc,,sc_megumi,solo,,2021-02-08,シャイニーカラーズ実装,false,(ソロ)八宮めぐる
s_damascuscocktail,Damascus Cocktail,,sc,,sc_natsuha,solo,,2021-02-08,シャイニーカラーズ実装,false,(ソロ)有栖川夏葉
s_sc_130cccd,あおぞらサイダー,,sc,,sc_hinana,solo,,2021-02-12,シャイニーカラーズ実装,false,(ソロ)市川雛菜
s_statice,statice,,sc,,sc_toru,solo,,2021-02-16,シャイニーカラーズ実装,false,(ソロ)浅倉透
s_sos,SOS,,sc,,sc_fuyuko,solo,,2021-02-20,シャイニーカラーズ実装,false,(ソロ)黛冬優子
s_sc_0fwfhgf,過純性ブリーチ,,sc,,sc_juri,solo,,2021-02-24,シャイニーカラーズ実装,false,(ソロ)西城樹里
s_darlingyou,Darling you!,,sc,,sc_chiyuki,solo,,2021-02-28,シャイニーカラーズ実装,false,(ソロ)桑山千雪
s_sc_0o4gmgs,千夜アリア,,sc,,sc_sakuya,solo,,2021-02-28,シャイニーカラーズ実装,false,(ソロ)白瀬咲耶
s_solarway,SOLAR WAY,,sc,,,unit,,2021-03-05,シャイニーカラーズ実装,false,(UNIT)Team.Sol
s_resonance,Resonance⁺,,sc,,,all,,2021-03-21,シャイニーカラーズ実装,false,(全体曲・3周年記念楽曲)
s_colordays,Color Days,,sc,,sc_mano;sc_hiori;sc_megumi;sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko;sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha;sc_amana;sc_tenka;sc_chiyuki;sc_asahi;sc_fuyuko;sc_mei;sc_toru;sc_madoka;sc_koito;sc_hinana;sc_nichika;sc_mikoto;sc_luca;sc_hana;sc_haruki,all,,2021-04-04,シャイニーカラーズ実装,false,(全体曲)シャイニーカラーズ
s_ohmygod,OH MY GOD,,sc,,sc_nichika;sc_mikoto,unit,,2021-04-08,シャイニーカラーズ実装,false,(UNIT)シーズ
s_prisism,PRISISM,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2021-04-25,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_sc_171awu2,スマイルシンフォニア,,sc,,sc_mano;sc_hiori;sc_megumi,unit,,2021-05-06,シャイニーカラーズ実装,false,(UNIT)イルミネーションスターズ
s_abyssofconflict,abyss of conflict,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2021-05-10,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_0qbp72b,革命進化論,,sc,,sc_kogane;sc_mamimi;sc_sakuya;sc_yuika;sc_kiriko,unit,,2021-05-24,シャイニーカラーズ実装,false,(UNIT)アンティーカ
s_sc_1gbmdnd,クライマックスアイランド,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2021-06-21,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_0wxtvva,拝啓タイムカプセル,,sc,,sc_kaho;sc_chiyoko;sc_juri;sc_rinze;sc_natsuha,unit,,2021-06-28,シャイニーカラーズ実装,false,(UNIT)放課後クライマックスガールズ
s_sc_066v48i,パステルカラー パスカラカラー,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2021-07-19,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_sc_11nth1i,ラブ・ボナペティート,,sc,,sc_amana;sc_tenka;sc_chiyuki,unit,,2021-07-31,シャイニーカラーズ実装,false,(UNIT)アルストロメリア
s_anotherrampage,Another Rampage,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2021-08-10,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_timelessshootingstar,Timeless Shooting Star,,sc,,sc_asahi;sc_fuyuko;sc_mei,unit,,2021-08-20,シャイニーカラーズ実装,false,(UNIT)ストレイライト
s_sc_1p0h5kb,僕らだけの未来の空,,sc,,sc_toru;sc_madoka;sc_koito;sc_hinana,unit,,2021-09-10,シャイニーカラーズ実装,false,(UNIT)ノクチル
